" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0506",All Entires & Exits 0405,05/06 Interchanges
4526,36135,44505,1307,81947,33733,46377,1307,81417,163364,163883,
7455,61565.9922,61373.9925,138525.25118,261465.23588,69105.9963,61627.9925,138525.25118,269259.23998,530724.47586,506123,
5930,7572,5072,6608.81,19252.81,8387,5143,6608.81,20138.81,39391.62,35631,
5074,1123,3855,5073.77,10051.77,3706,3966,5073.77,12745.77,22797.54,24842,
5277,78574,250137,202993.38,531704.38,70224,252034,202993.38,525251.38,1056955.76,1019274,
5084,75417.3927,64324.1268,352579.31543,492320.83493,74101.8004,64506.1268,352579.31543,491187.24263,983508.07757,947423,7929
2546,49160,23682,8554.27,81396.27,50069,23954,8554.27,82577.27,163973.54,162455,9659
9739,23994,27996,20047.24,72037.24,24151,27993,20047.24,72191.24,144228.48,133755,
4387,195956,373477,91901.095,661334.095,187833,375784,91901.095,655518.095,1316852.19,1295483,131164
5125,187782.7774,186155,834220.07924,1208157.85664,166586.9475,186146,834220.07924,1186953.02674,2395110.8834,2361034,
1902,18324,10324,9061.525,37709.525,17676,10322,9061.525,37059.525,74769.05,76147,
2000,1948,227,1971.175,4146.175,2328,224,1971.175,4523.175,8669.35,5881,
6782,4618,6883,565.35,12066.35,5466,7907,565.35,13938.35,26004.7,26210,
6972,36119.4259,27686.3238,42854.103422,106659.853122,36065.5193,27706.3238,42854.103422,106625.946522,213285.79964,256170,
1968,10957,2843,2201.33,16001.33,12458,2859,2201.33,17518.33,33519.66,34419,
6932,2458.5385,1958.3139,6246.895364,10663.747764,5512.3491,2342.136,6246.895364,14101.380464,24765.128228,22563,
9988,138432,107035,80894.385,326361.385,117487,107039,80894.385,305420.385,631781.77,538634,
5187,215026,289061,465567.125,969654.125,215736,284766,465567.125,966069.125,1935723.25,1909992,434592
6265,51270,117376,40274.84,208920.84,49573,116616,40274.84,206463.84,415384.68,453456,
4217,3224,3510,1323.47,8057.47,4069,3511,1323.47,8903.47,16960.94,18344,
2728,203385,132902,67610.96,403897.96,192269,130298,67610.96,390177.96,794075.92,760950,13553
5154,23817.145,18128,88788.653975,130733.798975,31232.3625,18375,88788.653975,138396.016475,269129.81545,254501,3424
8450,25979,19522,6692.14,52193.14,30591,18562,6692.14,55845.14,108038.28,98871,
9236,5017,1862,2225.475,9104.475,4613,1862,2225.475,8700.475,17804.95,18158,
6362,56358,49170,56424.11,161952.11,54350,48952,56424.11,159726.11,321678.22,312528,24732
8179,540,1300,0,1840,600,1293,0,1893,3733,3116,
3172,525614,910707,718247.26,2154568.26,548911,915258,718247.26,2182416.26,4336984.52,4448715,876450
4530,7272,8745,353.695,16370.695,8602,8730,353.695,17685.695,34056.39,33752,
5494,1036,243,0,1279,1194,243,0,1437,2716,3087,
1114,27084,23522,596.55,51202.55,27360,23533,596.55,51489.55,102692.1,88782,481043
1150,22427,30796,431.5,53654.5,26451,30744,431.5,57626.5,111281,93557,16
5382,12577.4756,16206.4776,60073.495704,88857.448904,12717.1882,16264.4776,60073.495704,89055.161504,177912.61041,182919,
2660,12076,31935,4476.275,48487.275,11059,34296,4476.275,49831.275,98318.55,91750,
8036,967,15,215.075,1197.075,710,13,215.075,938.075,2135.15,1666,
5189,25618,30275,25480.89,81373.89,32023,30990,25480.89,88493.89,169867.78,146468,
5185,2002,2610,4759.605,9371.605,2714,2611,4759.605,10084.605,19456.21,18282,
5126,7049,7773,23326.325,38148.325,7323,8282,23326.325,38931.325,77079.65,81488,
4527,99517,168026,22643.935,290186.935,100164,169093,22643.935,291900.935,582087.87,593753,15143
7320,1014,814,782.85,2610.85,986,1505,782.85,3273.85,5884.7,5208,
1452,20217.2426,6271.0262,14080.01239,40568.28119,20087.4437,6259.0262,14080.01239,40426.48229,80994.76348,75193,
7953,475,21,379.525,875.525,667,20,379.525,1066.525,1942.05,1057,
5425,38590.4799,25234.9928,58392.648132,122218.120832,39635.0242,25420.9928,58392.648132,123448.665132,245666.78596,278590,
5410,57108.1497,52816.3679,279932.76215,389857.27975,50116.385,52448.3679,279932.76215,382497.51505,772354.79481,802000,
8355,46331,70476,16615.35,133422.35,45503,70006,16615.35,132124.35,265546.7,253244,
3138,450.987,402,1128.85383,1981.84083,2500.317,495.047,1128.85383,4124.21783,6106.05866,5804,
9318,77960,32475,98501.47,208936.47,83225,33643,98501.47,215369.47,424305.94,405279,
1451,10320,4494,8494.35,23308.35,9667,4676,8494.35,22837.35,46145.7,38387,
1453,22707,21921,51809.76,96437.76,14745,22029,51809.76,88583.76,185021.52,165873,
5292,7978.5709,6794.7916,10516.235116,25289.597616,7099.6034,7518.7916,10516.235116,25134.630116,50424.227731,44731,
8142,13812,7510,17726.77,39048.77,13930,7533,17726.77,39189.77,78238.54,82302,
7404,6285.0167,4771.8988,8677.408277,19734.323777,8614.6598,5063.8988,8677.408277,22355.966877,42090.290654,45834,
1949,4717,7904,4848.25,17469.25,4871,8623,4848.25,18342.25,35811.5,41921,
3187,93112.5942,164262,172105.3836,429479.9778,91801.8953,165899,172105.3836,429806.2789,859286.2567,865929,
5922,259353,228358,247117.215,734828.215,210466,228894,247117.215,686477.215,1421305.43,1190497,64249
5932,649539,1194952,573416.515,2417907.515,638845,1214829,573416.515,2427090.515,4844998.03,4655895,611923
5263,23267,30004,45757.285,99028.285,25694,30220,45757.285,101671.285,200699.57,197529,
6947,40011.7796,42559.1751,48859.145863,131430.100563,41474.0892,41274.1751,48859.145863,131607.410163,263037.51073,291244,
5339,858,2113,405.45,3376.45,1010,2453,405.45,3868.45,7244.9,7093,
7456,350657,654814,457259.62,1462730.62,434635,663512,457259.62,1555406.62,3018137.24,2791142,7331
7457,81556.7988,55778.9292,263143.91694,400479.64494,77959.8375,55886.9292,263143.91694,396990.68364,797470.32859,769329,
7420,124987,173652,597518.345,896157.345,67022,158672,597518.345,823212.345,1719369.69,1369216,357
6890,8293,14415,44465.6,67173.6,8053,15325,44465.6,67843.6,135017.2,136072,
2262,252505,540227,13673.79,806405.79,221296,540739,13673.79,775708.79,1582114.58,1549576,23713
5286,24525,64000,38779.375,127304.375,22125,63870,38779.375,124774.375,252078.75,244037,
8527,38000,41264,4931.17,84195.17,38979,40837,4931.17,84747.17,168942.34,159885,
6388,27356,45502,14139.345,86997.345,26901,45697,14139.345,86737.345,173734.69,181242,
8836,1839,925,0,2764,2058,903,0,2961,5725,5911,
2199,57644,47035,807.3,105486.3,55580,47036,807.3,103423.3,208909.6,202880,
1699,2059,151,1335.25,3545.25,2283,162,1335.25,3780.25,7325.5,6349,
7379,40,88,0,128,47,85,0,132,260,162,
4535,16696,21474,458.3,38628.3,17218,22337,458.3,40013.3,78641.6,77445,
9997,58164,28792,29615.47,116571.47,56316,28790,29615.47,114721.47,231292.94,203452,3078
9175,302,101,157.55,560.55,271,102,157.55,530.55,1091.1,1076,
2666,5482,1893,56.65,7431.65,5378,1949,56.65,7383.65,14815.3,13699,
1548,439664,895838,1469298.305,2804800.305,460599,900185,1469298.305,2830082.305,5634882.61,5340557,156780
1562,26623,49197,18220.855,94040.855,24776,50074,18220.855,93070.855,187111.71,174769,
3252,970,35,2710.95,3715.95,1536,45,2710.95,4291.95,8007.9,4969,
2672,34799,21548,6864.9,63211.9,34417,21565,6864.9,62846.9,126058.8,117674,
3534,53438,84051,1297.85,138786.85,57619,83841,1297.85,142757.85,281544.7,275056,
2002,9086,2397,2608.6,14091.6,11481,3041,2608.6,17130.6,31222.2,27646,
3590,397,48,0,445,522,48,0,570,1015,969,
3592,1125,1800,0,2925,1422,1799,0,3221,6146,5818,
3536,144,374,0,518,139,374,0,513,1031,733,
5914,33916,26405,35934.32,96255.32,36424,26675,35934.32,99033.32,195288.64,190919,17965
3537,19649,23629,1001.825,44279.825,19620,23439,1001.825,44060.825,88340.65,90541,87676
3586,7413,4996,770.635,13179.635,9290,4988,770.635,15048.635,28228.27,24926,
2341,92872,122318,4870.125,220060.125,94463,125614,4870.125,224947.125,445007.25,424008,
2340,39759,43093,11679.525,94531.525,39673,44009,11679.525,95361.525,189893.05,153545,146
5290,9370.1712,8350,8673.296448,26393.467648,8291.7928,9729,8673.296448,26694.089248,53087.556896,48645,
3538,33705,51292,1078.67,86075.67,32762,51365,1078.67,85205.67,171281.34,220300,
5751,5437,6789,1109.405,13335.405,6191,6792,1109.405,14092.405,27427.81,27477,
6973,40885.9997,27803.143,102523.55343,171212.69613,31876.3025,27670.143,102523.55343,162069.99893,333282.69506,379599,
5059,26398.7882,17304.8568,87102.317597,130805.962597,25986.3988,17478.8568,87102.317597,130567.573197,261373.53579,255044,
3572,71,201,0,272,133,201,0,334,606,1053,
5239,69503,133796.6,76498.945,279798.545,62567,129291.12,76498.945,268357.065,548155.61,529205,63865
5604,91974.9448,102616.3145,185637.61845,380228.87775,94374.7384,102406.3328,185637.61845,382418.68965,762647.56741,781189,
6821,30328,30629,86624.11,147581.11,35135,31405,86624.11,153164.11,300745.22,302701,
5073,92053.5845,104781.8795,328677.02751,525512.49151,90679.6524,105247.8795,328677.02751,524604.55941,1050117.0509,1058840,
2248,75764,99329,607.875,175700.875,89907,99331,607.875,189845.875,365546.75,289183,
6110,72204,113211,223407.525,408822.525,75089,114745,223407.525,413241.525,822064.05,768708,
1555,863468.93,1018619.35,617652.106,2499740.386,789170.87,986750.12,617652.106,2393573.096,4893313.482,5471621,521168
1268,173289,284908,78545.745,536742.745,179073,278300,78545.745,535918.745,1072661.49,1016196,135293
5670,290183.479,361408.288,396386.61888,1047978.38588,295136.247,357686.288,396386.61888,1049209.15388,2097187.5398,2023639,214044
6287,2335,2044,30.9,4409.9,2122,2051,30.9,4203.9,8613.8,8074,
2983,74329,159687,109437.38,343453.38,66021,168752,109437.38,344210.38,687663.76,651675,11842
6140,26233,61155,21519.29,108907.29,30764,63246,21519.29,115529.29,224436.58,226026,
6968,15829.4551,12920.2838,22723.207395,51472.946295,14097.3875,13002.2838,22723.207395,49822.878695,101295.82499,115272,
7458,104959,87039,211979.81,403977.81,99773,87206,211979.81,398958.81,802936.62,816214,
2159,54,19,0,73,37,20,0,57,130,40,
6834,1387367,406663,46142.115,1840172.115,1493744,419407,46142.115,1959293.115,3799465.23,3822106,22162
6833,38678,47727,90064.225,176469.225,43432,48102,90064.225,181598.225,358067.45,352267,10687
5228,50670,113231.89,259447.545,423349.435,47377,110015.86,259447.545,416840.405,840189.84,814663,
3250,28368,4852,11625.93,44845.93,25661,4864,11625.93,42150.93,86996.86,73202,
8221,30831,24732,9933.215,65496.215,27483,30127,9933.215,67543.215,133039.43,133234,
3413,10615,10586,16013.39,37214.39,12912,10631,16013.39,39556.39,76770.78,69175,
1977,3138,1838,5556.92,10532.92,4071,1880,5556.92,11507.92,22040.84,15545,
1043,28212,28113,280.725,56605.725,29902,28073,280.725,58255.725,114861.45,114535,
8469,110515,90644,36737.69,237896.69,113527,90909,36737.69,241173.69,479070.38,463248,
9842,38764,34583,38229.495,111576.495,43892,34612,38229.495,116733.495,228309.99,202559,
6092,465411.9436,701884.9757,604237.89428,1771534.81358,463003.9753,700274.9757,604237.89428,1767516.84528,3539051.6589,3495795,255758
9553,21355,17678,7276.535,46309.535,23298,17682,7276.535,48256.535,94566.07,87766,
1386,2299,3320,3796.955,9415.955,2101,3323,3796.955,9220.955,18636.91,16529,
9554,30501,31045,34027.855,95573.855,37410,31045,34027.855,102482.855,198056.71,199180,
9888,268861.5,541047,163249.36,973157.86,257684.5,511845,163249.36,932778.86,1905936.72,1710773,106283
2771,301722,580397,128185.11,1010304.11,292113,581308,128185.11,1001606.11,2011910.22,1608240,377345
7513,10293,13696,7360.955,31349.955,12953,13698,7360.955,34011.955,65361.91,62557,
8451,4407,4742,964.375,10113.375,5536,4914,964.375,11414.375,21527.75,19348,
7975,10860,13797,3311.275,27968.275,12950,13883,3311.275,30144.275,58112.55,55516,22
1467,29975,36390,91228.445,157593.445,31764,36400,91228.445,159392.445,316985.89,318451,
6934,37799.3992,21453.2848,43591.746932,102844.430932,35603.1944,21472.2848,43591.746932,100667.226132,203511.65706,224144,
1314,199403,443764,55669.245,698836.245,204378,444539,55669.245,704586.245,1403422.49,1156025,56932
1316,392,649,174.625,1215.625,1019,705,174.625,1898.625,3114.25,4972,
5248,13368,8918,44582.295,66868.295,27089,9724,44582.295,81395.295,148263.59,132488,
1454,67011.6031,62272.8029,119472.36856,248756.77456,40236.1153,65299.8029,119472.36856,225008.28676,473765.06131,428781,
5240,9527,18730,51580.67025,79837.67025,11173,17871,51580.67025,80624.67025,160462.3405,157158,
8964,57927.5,80579,52864.68,191371.18,74215.5,78900,52864.68,205980.18,397351.36,363851,
4770,13027,17943,7327.995,38297.995,14861,18414,7327.995,40602.995,78900.99,70399,
5606,73801.8118,88780.879,217038.62897,379621.31977,72457.9708,89027.869,217038.62897,378524.46877,758145.78853,741144,
4646,73112,113322,16755.17,203189.17,63923,110555,16755.17,191233.17,394422.34,370509,204968
4643,31632,55380,24886.09,111898.09,38792,57923,24886.09,121601.09,233499.18,200007,
7355,78844,67172,75638.61,221654.61,87088,68890,75638.61,231616.61,453271.22,417729,6535
9555,8002,19355,44.375,27401.375,8588,19343,44.375,27975.375,55376.75,53190,
6969,606758.4482,622701.6287,2621838.9422,3851299.0191,596403.4827,629636.7632,2621838.9422,3847879.1881,7699178.2071,7914419,395446
4558,65319,165898,20515.315,251732.315,58639,162038,20515.315,241192.315,492924.63,527119,415
8673,3520,1052,0,4572,3417,1300,0,4717,9289,8658,
5607,57775.9477,78345.3856,137349.42656,273470.75986,54549.3797,78250.3856,137349.42656,270149.19186,543619.95173,577311,30
5383,112975.4213,98255.4815,361982.55687,573213.45967,108172.8239,100411.4815,361982.55687,570566.86227,1143780.3219,1178520,195868
5384,165029.1059,190161.7307,594555.61173,949746.44833,162916.4473,189982.7307,594555.61173,947454.78973,1897201.2381,1874901,63088
5435,131402.7743,140234.2355,370907.96451,642544.97431,121332.0576,139904.2355,370907.96451,632144.25761,1274689.2319,1274033,
8543,7399,6978,388.875,14765.875,4845,6539,388.875,11772.875,26538.75,23492,
2834,539,1556,717.745,2812.745,651,1425,717.745,2793.745,5606.49,4798,
8674,481,136,0,617,410,136,0,546,1163,1035,
5191,98387,115845,132554.61055,346786.61055,102124,112957,132554.61055,347635.61055,694422.2211,524196,260156
4771,37708,74736,26403.9,138847.9,40818,75325,26403.9,142546.9,281394.8,268102,0
5029,11804,9221,18387.065,39412.065,11292,9150,18387.065,38829.065,78241.13,65638,
2868,750,324,190.675,1264.675,596,339,190.675,1125.675,2390.35,3719,
1483,622,135,50.25,807.25,1525,155,50.25,1730.25,2537.5,3004,
1484,1156,1477,1423.075,4056.075,3121,1610,1423.075,6154.075,10210.15,9074,
7098,18426,46733,56990.245,122149.245,17116,48089,56990.245,122195.245,244344.49,237297,
4157,13,19,0,32,8,19,0,27,59,122,
9959,12704,14791,5926.45,33421.45,14341,14794,5926.45,35061.45,68482.9,59437,
5608,46236.9612,47839.9603,83193.406899,177270.328399,47396.9817,48031.9602,83193.406899,178622.348799,355892.6772,356232,
7640,73859,118972,20886.865,213717.865,75067,122236,20886.865,218189.865,431907.73,459167,6953
5155,20321,16589,85947.755,122857.755,17028,16646,85947.755,119621.755,242479.51,238601,
5671,92906.0616,96663.0523,94516.156515,284085.270415,94053.0335,96692.0523,94516.156515,285261.242315,569346.51273,546425,
5675,1463,1780,4626.56,7869.56,4265,1820,4626.56,10711.56,18581.12,14829,
5571,591565.6924,833288.0126,1453231.0161,2878084.7211,613439.123,828088.4201,1453231.0161,2894758.5592,5772843.2803,5845840,479135
1861,23826,24274,14625.175,62725.175,24390,24315,14625.175,63330.175,126055.35,126199,
5385,414135.2924,514646.4089,1446542.0242,2375323.7255,416853.0192,510848.4089,1446542.0242,2374243.4523,4749567.1778,4715606,403779
1044,108924,150377,7451.995,266752.995,116897,150447,7451.995,274795.995,541548.99,511612,
5436,12718.4828,12549.9513,21720.524561,46988.958661,13740.7221,15030.9513,21720.524561,50492.197961,97481.156622,86304,
5249,1346,473,619.2,2438.2,1917,472,619.2,3008.2,5446.4,3831,
5075,109285,161720,366046.605,637051.605,113220,161875,366046.605,641141.605,1278193.21,1291039,149703
5156,16185,19402,51035.8,86622.8,14152,20754,51035.8,85941.8,172564.6,172577,
4222,185032,458356,73255.5,716643.5,175382,457031,73255.5,705668.5,1422312,1386092,118056
5920,61670,55247,84453.64,201370.64,63256,55498,84453.64,203207.64,404578.28,376714,
5884,12103,14374,16406.28,42883.28,13308,14705,16406.28,44419.28,87302.56,86574,
5933,10987,8971,18319.77,38277.77,12143,9061,18319.77,39523.77,77801.54,73682,
6355,1710,233,1337.715,3280.715,2163,216,1337.715,3716.715,6997.43,4097,
3333,227226,581594,355799.705,1164619.705,237167,583366,355799.705,1176332.705,2340952.41,2257719,133020
6228,118,38,46.35,202.35,270,43,46.35,359.35,561.7,1299,
6686,45361,80267,18089.05,143717.05,47696,79136,18089.05,144921.05,288638.1,286752,2531
2800,8344,20472,6509.695,35325.695,8414,21681,6509.695,36604.695,71930.39,68445,
5437,130258.2254,166410.5434,478635.51319,775304.28199,124234.9384,166707.5434,478635.51319,769577.99499,1544882.277,1586028,
5085,30767.8728,34102,88032.699142,152902.571942,30855.1014,34310,88032.699142,153197.800542,306100.37248,310234,
5609,28729.1835,22204.5238,72358.6241,123292.3314,45119.1378,22241.5238,72358.6241,139719.2857,263011.6171,235479,
1900,30913,16048,17015.4,63976.4,30973,16130,17015.4,64118.4,128094.8,121144,
3195,4399,3222,1918.195,9539.195,4068,3286,1918.195,9272.195,18811.39,20382,
5386,20309,19908,57721.985,97938.985,19418,20211,57721.985,97350.985,195289.97,173027,
3880,40847,42018,36231.735,119096.735,45454,42008,36231.735,123693.735,242790.47,240045,
8676,3174,951,657.475,4782.475,2897,5500,657.475,9054.475,13836.95,11174,
4479,519,1568,0,2087,887,1559,0,2446,4533,4271,
4355,1047,5538,607.7,7192.7,2284,5591,607.7,8482.7,15675.4,17282,
2463,548,30,41.2,619.2,564,30,41.2,635.2,1254.4,1039,
1010,30170,45851,963.54,76984.54,26934,45840,963.54,73737.54,150722.08,142707,
1322,106257,139510,103365.655,349132.655,115923,142173,103365.655,361461.655,710594.31,655689,85461
3151,20517,23684,31324.22,75525.22,23804,24861,31324.22,79989.22,155514.44,149191,
5387,15970,27620,50924.72,94514.72,17466,27807,50924.72,96197.72,190712.44,173374,
3471,132673,280195,40770.505,453638.505,129574,279824,40770.505,450168.505,903807.01,837001,58908
8727,3282,1135,0,4417,4310,1146,0,5456,9873,11334,
5572,166304.4073,199839.925,372932.83196,739077.16426,157105.708,200105.925,372932.83196,730144.46496,1469221.6292,1483990,52866
7521,8,17,0,25,28,19,0,47,72,74,
3430,42438,73572,46910.16,162920.16,47635,73583,46910.16,168128.16,331048.32,318532,
4691,116186,229263,45671.895,391120.895,124320,232566,45671.895,402557.895,793678.79,777366,5758
5837,10721,20435,9064.17,40220.17,9319,21899,9064.17,40282.17,80502.34,75394,
4110,7258,29812,20.6,37090.6,8705,29813,20.6,38538.6,75629.2,76695,
5193,13922,26614,34096.57,74632.57,19292,26806,34096.57,80194.57,154827.14,153698,
5610,41066.6081,55603.7366,135208.93799,231879.28269,42128.7756,55717.7366,135208.93799,233055.45019,464934.73287,471220,
3152,57353,70105,99266.42,226724.42,58407,71533,99266.42,229206.42,455930.84,436942,
2264,20509,29138,421.825,50068.825,20091,29108,421.825,49620.825,99689.65,88760,
4523,24626,39548,481.325,64655.325,23184,38874,481.325,62539.325,127194.65,97942,
4538,1933,1471,882.58,4286.58,2657,1966,882.58,5505.58,9792.16,10210,
3153,74291,41838,102348.32,218477.32,79938,42437,102348.32,224723.32,443200.64,427352,
6949,27357,23872,83953.225,135182.225,25993,23846,83953.225,133792.225,268974.45,302689,
7203,20105,65391,13310.84,98806.84,20835,65892,13310.84,100037.84,198844.68,191848,
8191,21525,34779,17245.3,73549.3,23864,32674,17245.3,73783.3,147332.6,142359,
7976,67377,78524,32780.125,178681.125,68726,78512,32780.125,180018.125,358699.25,322520,39477
6530,42814,72617,24078.875,139509.875,45172,71706,24078.875,140956.875,280466.75,283161,737
6531,17,59,0,76,58,58,0,116,192,279,
5849,305,435,45.1,785.1,308,435,45.1,788.1,1573.2,1396,
9812,19689,13051,11823.01,44563.01,25992,13053,11823.01,50868.01,95431.02,73754,
6210,238,127,0,365,275,127,0,402,767,656,
5388,136077.0309,196123.9283,579742.00781,911942.96701,128102.343,196595.9283,579742.00781,904440.27911,1816383.2461,1785882,
9825,3522,1954,1467.74,6943.74,4597,1953,1467.74,8017.74,14961.48,13963,
7460,85809,79442,189993.78,355244.78,73240,79630,189993.78,342863.78,698108.56,702303,
6267,322,77,0,399,241,78,0,319,718,738,
6857,9982,14698,40754.4,65434.4,11899,14709,40754.4,67362.4,132796.8,134958,222525
5491,178752,334048,517846.93005,1030646.93005,203059,318543,517846.93005,1039448.93005,2070095.8601,2011517,570421
5028,674,1177,1042.75,2893.75,933,1191,1042.75,3166.75,6060.5,8574,
6203,1140,13,192.575,1345.575,1240,13,192.575,1445.575,2791.15,1056,
8282,8471,19271,2328.88,30070.88,10506,19283,2328.88,32117.88,62188.76,58017,
8677,7521,10204,0,17725,7212,10146,0,17358,35083,37338,
7356,6606,1569,1760.23,9935.23,5650,1678,1760.23,9088.23,19023.46,14039,
7462,108603,89515,164058.29,362176.29,96487,89505,164058.29,350050.29,712226.58,663849,2923
1035,21996,33312,1902.875,57210.875,21029,33129,1902.875,56060.875,113271.75,101583,
3154,46099,46167,103237.695,195503.695,47008,47263,103237.695,197508.695,393012.39,404949,
1159,23140,34303,320.85,57763.85,23414,34248,320.85,57982.85,115746.7,107514,
4025,3204,7157,2410.315,12771.315,4158,7167,2410.315,13735.315,26506.63,33717,
5798,35402,33806,36621.06,105829.06,34130,37348,36621.06,108099.06,213928.12,189872,
3474,34943,73279,7436.645,115658.645,36221,73070,7436.645,116727.645,232386.29,202588,
2677,59507,70248,24404.295,154159.295,62674,70748,24404.295,157826.295,311985.59,297391,
5573,28280.0063,34285.4573,63092.546106,125658.009706,28562.9026,34431.4573,63092.546106,126086.906006,251744.91571,241835,
3897,4322,9388,2637.885,16347.885,9627,9385,2637.885,21649.885,37997.77,44901,
5229,347011.33,521282,1106800.1941,1975093.5241,333568.2,515931,1106800.1941,1956299.3941,3931392.9183,3810457,507727
4271,5287,6835,2380.6,14502.6,5156,6830,2380.6,14366.6,28869.2,28396,
4432,73,351,5.15,429.15,84,350,5.15,439.15,868.3,2197,
3882,7729,19881,5762.135,33372.135,12514,19930,5762.135,38206.135,71578.27,83745,
5389,56640.2751,74786.4676,197328.9901,328755.7328,44222.9003,75008.4676,197328.9901,316560.358,645316.0908,629734,
5758,25607,34634,7785.35,68026.35,28467,34626,7785.35,70878.35,138904.7,127903,
3434,28360,97667,18557.48,144584.48,31537,98022,18557.48,148116.48,292700.96,298494,390
3432,18613,10484,45104.01,74201.01,21226,10443,45104.01,76773.01,150974.02,153214,
3558,50784,123638,16598.09,191020.09,53180,123577,16598.09,193355.09,384375.18,353580,
5921,35888,36327,55976.005,128191.005,39730,36969,55976.005,132675.005,260866.01,237611,
2283,31937,61440,5819,99196,36847,61462,5819,104128,203324,183233,
2969,7786,4345,2943.67,15074.67,6127,5172,2943.67,14242.67,29317.34,27807,
3887,83680,144048,67627.13,295355.13,89850,144063,67627.13,301540.13,596895.26,589104,
3886,7744,35440,6862.05,50046.05,19925,35438,6862.05,62225.05,112271.1,120921,
3888,3512,5793,3421.345,12726.345,3535,5800,3421.345,12756.345,25482.69,27769,
3889,53447,126314,62102.58,241863.58,33072,126248,62102.58,221422.58,463286.16,456396,
3891,11335,17512,5007.355,33854.355,9388,17534,5007.355,31929.355,65783.71,80757,
7225,7450,3259,2259.625,12968.625,7318,3256,2259.625,12833.625,25802.25,21837,
1393,68777,68719,110978.78,248474.78,68289,73973,110978.78,253240.78,501715.56,452372,848
4276,3996,6807,894.49,11697.49,5531,6808,894.49,13233.49,24930.98,29516,
9562,95294,83428,80555.925,259277.925,115975,83371,80555.925,279901.925,539179.85,509318,3491
3348,97251,116590,55888.22,269729.22,101548,116635,55888.22,274071.22,543800.44,514783,2599
3540,145637,236627,11159.76,393423.76,140940,227150,11159.76,379249.76,772673.52,714954,69447
8837,822,286,0,1108,708,306,0,1014,2122,2083,
5390,109738.6558,70456.9613,267868.06292,448063.68002,99715.6071,71284.9613,267868.06292,438868.63132,886932.31134,950837,367595
5230,260899,490798,873671.33205,1625368.33205,254007,511750,873671.33205,1639428.33205,3264796.6641,3149435,25265
6952,30093.1085,31060.052,81577.159975,142730.320475,30893.8765,31080.052,81577.159975,143551.088475,286281.40895,315901,
1783,10232,5661,1511.4,17404.4,10840,5730,1511.4,18081.4,35485.8,37772,
5574,335059.7574,539058.0644,680161.22478,1554279.04658,366287.2204,538414.0807,680161.22478,1584862.52588,3139141.5725,3106843,251650
3155,121330,200739,243819.565,565888.565,115081,202686,243819.565,561586.565,1127475.13,1083059,414987
2439,518,815,706.55,2039.55,590,813,706.55,2109.55,4149.1,4153,
3817,8674,2572,10849.225,22095.225,9379,2561,10849.225,22789.225,44884.45,52004,
4357,67,141,190.55,398.55,108,148,190.55,446.55,845.1,1598,
8728,2318,1362,0,3680,2452,1349,0,3801,7481,8057,
4518,17751,9032,617.85,27400.85,17271,9008,617.85,26896.85,54297.7,57258,3711
4433,9850,21022,20378.39,51250.39,10199,21024,20378.39,51601.39,102851.78,105083,
5334,16989,23905,66378,107272,20376,23657,66378,110411,217683,146723,4056
9776,114118,73170,102048.895,289336.895,116121,73170,102048.895,291339.895,580676.79,533333,
6211,2321,896,537.025,3754.025,2106,896,537.025,3539.025,7293.05,7103,
8261,1900,61,1755.235,3716.235,1914,64,1755.235,3733.235,7449.47,7429,
2010,35795,33948,12730.08,82473.08,39035,34183,12730.08,85948.08,168421.16,164292,
5826,1407,3094,566.05,5067.05,1674,3101,566.05,5341.05,10408.1,8301,
4504,195677,331653,15189.795,542519.795,173234,329688,15189.795,518111.795,1060631.59,967601,
9373,49756,34705,37160.1,121621.1,53360,36548,37160.1,127068.1,248689.2,227704,
2364,5030,1985,376.6,7391.6,5361,1965,376.6,7702.6,15094.2,13922,
7464,401475.7068,351083.0512,961175.86367,1713734.62167,305277.8292,351052.0512,961175.86367,1617505.74407,3331240.3657,3437977,305450
5613,10880,9752,51260.93,71892.93,11040,9739,51260.93,72039.93,143932.86,138400,
1524,6872.0198,4902.8591,11427.13723,23202.01613,8495.6749,4866.8591,11427.13723,24789.67123,47991.687359,52331,
8838,8,57,0,65,3,60,0,63,128,126,30
5391,41616.9888,48616.9718,189485.75892,279719.71952,41448.9888,48604.9718,189485.75892,279539.71952,559259.43904,533403,3
2141,5428,1368,325.85,7121.85,5839,1375,325.85,7539.85,14661.7,13863,
5967,5682,6640,1211.98,13533.98,6456,6707,1211.98,14374.98,27908.96,27882,23740
2938,26092,52099,24723.085,102914.085,22715,55579,24723.085,103017.085,205931.17,193626,
1342,23564,16679,3858.44,44101.44,25585,16945,3858.44,46388.44,90489.88,86365,
2440,3343,1444,3488.075,8275.075,3115,1448,3488.075,8051.075,16326.15,16899,
5597,361942.3295,754275.0728,2754637.4217,3870854.824,309054.018,752347.4612,2754637.4217,3816038.9009,7686893.7248,7952448,
5426,4257121.865,7556704.61,12172671.338,23986497.813,4119738.185,7580820.79,12172671.338,23873230.313,47859728.125,48046867,3244124
5676,69548,81577,64858.465,215983.465,64129,81325,64858.465,210312.465,426295.93,396626,61211
5392,28734.1815,21362.8516,105991.11703,156088.15013,28139.6417,21393.8516,105991.11703,155524.61033,311612.76045,350035,
