" NLC"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits"," Interchanges"
7072,9141,9204,20202,38547,11620,9249,20202,41071,79617,
2242,301833,589929,3430,895192,62606,118898,3430,184934,1080126,890531
2244,60029,98286,4084,162399,14405,26596,4084,45085,207483,
2246,1724711,3095988,163475,4984174,2118146,3742523,163475,6024144,11008318,177890
6965,2489806,4131461,13021295,19642562,1933371,4025242,13021295,18979908,38622470,10660550
9371,96381,73288,81122,250791,111479,73325,81122,265926,516717,
9372,32037,26292,22705,81034,37773,26299,22705,86777,167811,
4327,1327,184,6200,7711,1364,229,6200,7793,15504,
4356,2159,1909,510,4578,2424,2065,510,4999,9577,
4226,122,421,0,543,145,425,0,570,1113,
4018,10227,15369,16743,42339,10163,15444,16743,42350,84688,
3844,45547,48077,40144,133768,47998,48085,40144,136227,269995,
4460,800,590,57,1447,916,591,57,1564,3011,
4334,75,145,0,220,66,149,0,215,435,
4248,970,3927,0,4897,1080,4224,0,5304,10201,
4059,1761,6709,57,8527,1622,6807,57,8486,17012,
4227,3677,16233,93,20003,3693,15641,93,19427,39430,
2484,47437,80525,7481,135443,46254,80600,7481,134335,269778,
2485,38751,69358,13985,122094,38506,69012,13985,121503,243596,58006
4247,510,1809,0,2319,472,1774,0,2246,4565,
4133,36681,60008,32895,129584,40397,59966,32895,133258,262842,3193
2488,2001,1884,909,4794,2405,1893,909,5207,10001,
2467,1206,1449,897,3552,1071,1470,897,3438,6989,
4060,399,1780,0,2179,441,1897,0,2338,4517,
4162,167,647,16,830,160,656,16,832,1661,
4138,149,489,0,638,152,516,0,668,1306,
4207,64,234,0,298,75,241,0,316,614,
3847,16025,16366,18820,51211,17831,16383,18820,53034,104245,
2457,11107,1027,201,12335,10312,1024,201,11537,23872,
4223,4350,4392,963,9705,4867,4386,963,10216,19921,
4061,154,689,0,843,158,703,0,861,1704,
4163,611,2836,0,3447,653,2873,0,3526,6973,
4421,3746,3919,7458,15123,3816,3978,7458,15252,30374,
3852,8871,17447,15036,41354,8852,17456,15036,41344,82697,
8712,501,226,0,727,660,229,0,889,1616,
8846,301,273,0,574,297,217,0,514,1088,
8829,600,258,0,858,785,258,0,1043,1901,
8830,109,48,0,157,103,48,0,151,308,
9156,5382,7317,3995,16694,5305,7321,3995,16621,33314,
8660,55,38,0,93,67,38,0,105,198,
9655,10287,7686,2606,20579,15175,7686,2606,25467,46045,
9614,3676,16650,72,20398,4921,16702,72,21695,42093,
8443,6195,3397,200,9792,6747,3336,200,10283,20075,
5148,3529767,7615428,27834524,38979719,5241251,7616022,27834524,40691797,79671516,3658174
6966,8275,5956,89875,104107,21750,5968,89875,117594,221700,
5281,45360,77201,38312,160873,37457,77464,38312,153233,314106,
5632,33463,26483,88690,148636,35491,26015,88690,150196,298831,
1067,11601,27649,18825,58075,11742,31564,18825,62131,120205,
1829,91780,78453,46492,216725,91114,79203,46492,216809,433534,4019
2657,2829,314,328,3471,2838,313,328,3479,6949,5
7978,6977,7901,2408,17286,8506,7906,2408,18820,36106,
1110,67596,54104,3193,124893,59222,54044,3193,116459,241351,
5674,1927,136,1448,3511,2114,144,1448,3706,7217,
5114,40571,65393,109786,215750,33259,75976,109786,219021,434771,
9354,21106,17237,18086,56429,27799,17245,18086,63130,119559,
1305,2985,1176,246,4407,2916,1205,246,4367,8774,
1306,5016,2776,3225,11017,5128,2898,3225,11251,22267,
3574,11702,19539,251,31492,12032,19560,251,31843,63335,
2307,4079,1973,317,6369,4967,1993,317,7277,13645,
2689,13541,2253,2401,18195,15259,2253,2401,19913,38107,
2598,20153,22439,12526,55118,14683,24983,12526,52192,107309,
3517,8703,7731,1438,17872,9703,7694,1438,18835,36707,
1897,141528,285220,74206,500954,147622,286187,74206,508015,1008969,43712
5082,58684,30942,128551,218177,34059,31027,128551,193637,411815,
6202,5406,1202,2181,8789,5505,1207,2181,8893,17681,
5053,30839,35103,119903,185846,22036,42697,119903,184636,370482,
7268,48950,155525,2190,206665,49828,152704,2190,204722,411386,2254
3635,19142,45475,15594,80211,21401,45452,15594,82447,162657,
1536,218455,738460,507895,1464810,236697,751360,507895,1495952,2960761,122556
3645,326723,261874,126599,715196,307767,240140,126599,674506,1389701,101034
3518,131,184,0,315,246,184,0,430,745,
4826,12479,16908,5090,34477,13015,16883,5090,34988,69465,
4640,6120,5227,1257,12604,6511,5254,1257,13022,25625,
5892,9839,29794,9719,49352,12682,29945,9719,52346,101697,
5887,22620,41813,8494,72927,17388,42087,8494,67969,140895,
5762,10963,24335,1988,37286,7635,24501,1988,34124,71409,
5761,8615,16615,7037,32267,10773,16618,7037,34428,66695,
2670,23195,13636,2579,39410,22932,13858,2579,39369,78778,
2871,120852,182853,42036,345741,118014,182282,42036,342332,688073,6118
4422,15240,24269,885,40394,15899,23803,885,40587,80981,32986
3963,14693,35580,6997,57270,14214,35597,6997,56808,114078,
3962,1590,1671,400,3661,1137,1670,400,3207,6867,
2155,99026,76803,6144,181973,105176,76282,6144,187602,369574,
5853,4599,5052,1317,10968,4284,5056,1317,10657,21625,
3147,387147,618937,601748,1607832,383516,644801,601748,1630065,3237896,325172
5237,41,28,0,69,50,32,0,82,151,2782
5115,59279,141046,200438,400763,27784,126491,200438,354713,755476,111772
5222,163918,220700,159029,543647,176580,247731,159029,583340,1126987,15145
5599,20116,28800,88685,137601,15403,29691,88685,133779,271380,
8831,8095,21573,0,29668,15199,21772,0,36971,66639,
8164,34718,35262,31354,101334,38052,35436,31354,104842,206175,
4884,50448,25779,8556,84783,48532,26390,8556,83478,168261,
2961,169922,504246,16357,690525,142140,453744,16357,612241,1302765,33076
2966,53808,183349,29395,266552,18276,129669,29395,177340,443891,337211
2968,1756188,4907963,1178804,7842955,1996903,4866280,1178804,8041987,15884941,796723
2970,41552,184390,26432,252374,13560,96460,26432,136452,388825,338449
7165,362,79,197,638,423,78,197,698,1336,
6856,24545,111688,127285,263518,22276,115993,127285,265554,529071,221286
6883,52629,77737,234637,365003,71000,79003,234637,384639,749642,
2253,19142,21082,127,40351,18557,19826,127,38510,78861,
4094,700,1206,129,2035,746,1209,129,2084,4119,
7603,356,3,33,392,371,3,33,407,798,
1727,48427,91807,18873,159107,57054,92089,18873,168016,327123,
1728,17538,25235,13219,55992,14949,25272,13219,53440,109432,
7166,24952,51012,24885,100849,26126,51661,24885,102672,203520,19
5223,12893,24652,78016,115561,12792,26604,78016,117412,232972,
5018,42732,195224,64886,302842,41950,192662,64886,299498,602340,23263
1909,53018,108933,76938,238889,57486,110129,76938,244553,483441,
6318,6213,18193,2092,26498,7522,18505,2092,28119,54617,
9160,17712,22760,13683,54155,20600,22769,13683,57052,111206,
6863,14666,38217,122744,175627,12407,39793,122744,174944,350571,223823
3021,32611,60054,54479,147144,33361,58041,54479,145881,293024,
2830,33935,70886,22918,127739,29370,74105,22918,126393,254131,
8445,15985,21136,5335,42456,22880,21943,5335,50158,92613,
7928,7775,11811,4211,23797,10355,11811,4211,26377,50174,
1034,38909,40681,1063,80653,38449,40586,1063,80098,160751,
5040,4169,5306,6627,16102,4456,5272,6627,16355,32456,
5692,64244,79742,89439,233425,63513,80450,89439,233402,466826,
7947,715,681,23,1419,700,681,23,1404,2822,
9957,6826,5626,4611,17063,11084,5627,4611,21322,38385,
6970,16015,13806,93782,123603,20072,13981,93782,127835,251438,
1475,623667,1165455,1313424,3102546,584225,1148842,1313424,3046491,6149037,315659
1988,10420,9991,7408,27819,11282,10001,7408,28691,56510,
1581,11226,37523,4665,53414,12149,37565,4665,54379,107792,
1582,3119,9307,50,12476,2883,9041,50,11974,24450,
2867,14277,21217,4805,40299,10517,22621,4805,37943,78242,
9802,24048,15070,7561,46679,35091,15072,7561,57724,104403,
9529,14737,4939,3539,23215,10725,4941,3539,19205,42420,
5149,62450,68598,167357,298404,50358,68474,167357,286188,584592,
6663,117688,372337,14686,504711,106081,372225,14686,492992,997702,25740
7036,18296,17454,29109,64859,19825,17509,29109,66443,131301,
3346,3633,806,2371,6810,3672,843,2371,6886,13695,
7221,4446,4625,1791,10862,5031,4677,1791,11499,22361,
1851,20388,66859,16135,103382,20312,68230,16135,104677,208059,
3576,2547,124,1196,3867,2655,124,1196,3975,7842,
8574,54143,61406,6958,122507,52957,58381,6958,118296,240802,
2254,36060,35885,704,72649,36851,41462,704,79017,151665,
2357,6910,3040,2768,12718,6548,3016,2768,12332,25049,
5116,21864,33590,72837,128291,18790,38864,72837,130491,258781,
5475,40030,49418,139490,228938,41093,49884,139490,230467,459405,
3855,28081,75840,26297,130218,24836,75940,26297,127073,257291,
3857,4778,14565,18548,37891,6214,14538,18548,39300,77191,
6297,27884,3058,27738,58680,31003,3096,27738,61837,120516,
7725,80506,121306,1047,202859,90587,128171,1047,219805,422664,
6707,18193,50473,8453,77119,18548,49956,8453,76957,154075,
5908,4906,5328,11838,22072,5389,6079,11838,23306,45378,
8477,25278,17387,5090,47755,24219,17066,5090,46375,94129,789
7929,155392,263153,47642,466187,146594,262503,47642,456739,922925,23172
2971,918,2565,1198,4681,933,2753,1198,4884,9565,
3159,4355,3799,3233,11387,5058,3926,3233,12217,23604,
5644,17563,14125,47757,79445,16815,16597,47757,81169,160613,
4095,5154,13643,484,19281,4985,13634,484,19103,38384,
2750,14415,6156,2477,23048,12915,6168,2477,21560,44607,
1527,102371,130720,374365,607456,86252,136736,374365,597353,1204808,
1537,768,2661,1400,4829,738,2671,1400,4809,9638,
5909,1288,603,2989,4880,1808,611,2989,5408,10288,
9658,17366,13788,4686,35840,23571,13790,4686,42047,77887,
1997,25723,39250,18215,83188,28128,39234,18215,85577,168764,
2920,17142,30319,9061,56522,14222,38580,9061,61863,118385,
9985,136976,70436,84225,291637,141046,70473,84225,295744,587381,
2922,10021,24898,5005,39924,8411,26755,5005,40171,80095,
1378,312534,914533,742677,1969744,319343,909909,742677,1971929,3941673,216574
4469,930,765,3576,5271,1000,854,3576,5430,10700,
5019,9199,10626,10431,30256,10220,11039,10431,31690,61945,14519
8518,23148,16020,2416,41584,26740,15499,2416,44655,86238,2701
6906,561,2767,9138,12466,1533,2819,9138,13490,25955,
5427,15197,19131,57187,91515,16034,20282,57187,93503,185017,
2849,2069,2414,241,4724,2917,2463,241,5621,10345,
9060,49,313,166,528,70,314,166,550,1078,
3067,2094,2640,5527,10261,5535,2670,5527,13732,23992,
3203,20991,3049,7083,31123,19740,3049,7083,29872,60994,
9080,49592,58212,21019,128823,53326,58264,21019,132609,261431,
2226,124408,135143,10572,270123,22758,29976,10572,63306,333428,489097
6005,0,0,3782,3782,2,0,3782,3784,7565,1095101
2799,2743,6071,2373,11187,2335,6476,2373,11184,22371,
8539,12982,28968,4260,46210,16524,29098,4260,49882,96092,
8833,797,893,0,1690,1224,890,0,2114,3804,
5825,709,467,455,1631,758,466,455,1679,3309,
5291,2668,3076,3495,9239,3187,5536,3495,12218,21457,
2695,56548,30552,5434,92534,56393,31116,5434,92943,185476,
5957,4840,9228,2712,16780,7042,9288,2712,19042,35822,
2151,34465,56264,1304,92033,37541,68184,1304,107029,199061,
4814,15488,56389,10268,82145,15951,57340,10268,83559,165703,
4470,1342,1020,376,2738,1609,1086,376,3071,5809,
8504,11697,4567,2701,18965,13051,4402,2701,20154,39118,
7680,24050,16653,17607,58310,23002,16614,17607,57223,115532,1
5501,19095,34490,34604,88189,17690,38536,34604,90830,179019,
5600,113694,121399,345026,580119,126367,121090,345026,592483,1172602,
2606,2428,2612,1800,6840,2098,3335,1800,7233,14073,
2675,1666,78,0,1744,2090,81,0,2171,3915,
2903,19575,40523,17896,77994,16858,44063,17896,78817,156811,
2171,16172,21822,1637,39631,14860,21718,1637,38215,77846,
9632,12542,9803,4583,26928,16847,9804,4583,31234,58162,
2973,6057,11042,2981,20080,5061,14450,2981,22492,42571,
9691,133544,147060,186023,466627,138359,147010,186023,471392,938018,78277
5645,55627,72243,184948,312818,45136,72479,184948,302562,615379,7797
5118,93027,80154,307293,480474,76886,80576,307293,464755,945229,
2158,2301,3454,220,5975,2512,3457,220,6189,12164,
5312,18010,43582,25538,87130,15616,43878,25538,85032,172162,
9819,101900,106344,66025,274269,130060,106397,66025,302482,576750,2968
3859,14051,42153,7828,64032,17501,42157,7828,67486,131517,
9779,5334,4135,2220,11689,7926,4137,2220,14283,25972,
8665,8539,442,15,8996,7307,448,15,7770,16766,
9608,43054,30108,66122,139284,55824,30213,66122,152159,291443,
9304,41957,13756,18334,74047,52161,13758,18334,84253,158299,
8526,15786,14319,2530,32635,17648,14361,2530,34539,67173,
8107,4752,4324,3322,12398,4635,4324,3322,12281,24678,
3389,41957,22756,28089,92802,41568,22857,28089,92514,185315,
8666,12216,21675,2291,36182,13877,21659,2291,37827,74008,
1247,9838,7624,2916,20378,9657,7679,2916,20252,40629,
4098,1542,2650,72,4264,1691,2668,72,4431,8695,
1881,19781,25340,27837,72958,17977,25827,27837,71641,144598,
2940,5837,6074,5331,17242,6612,6639,5331,18582,35823,
4216,64462,128147,22301,214910,66834,127844,22301,216979,431888,
7354,3458,1434,379,5271,3535,1449,379,5363,10633,
9773,39161,38228,145860,223249,39156,38228,145860,223244,446493,
2565,14343,14950,3480,32773,13929,14982,3480,32391,65164,
2139,16471,2690,1057,20218,16527,2705,1057,20289,40506,
6241,2660,418,887,3965,2651,579,887,4117,8081,
2047,305,87,0,392,299,87,0,386,778,
5911,10640,10710,13403,34753,9974,10772,13403,34149,68901,
6018,59709,57275,191833,308817,50619,57057,191833,299509,608325,
5058,50057,51477,184421,285955,35149,66471,184421,286042,571997,680
2152,46635,93841,734,141210,42007,96583,734,139324,280534,
6289,67,5,0,72,272,5,0,277,349,
5150,295529,260071,699422,1255022,181050,258344,699422,1138816,2393839,
5345,358570,256981,546763,1162314,150874,257217,546763,954854,2117168,
9533,3433,3309,715,7457,3363,3316,715,7394,14850,
5119,129403,117082,610322,856807,109174,117458,610322,836954,1693762,
2923,3820,9615,2126,15561,3220,10314,2126,15660,31220,
6209,10264,1205,176,11645,10584,1205,176,11965,23610,
5238,9682,4653,4469,18804,9736,4691,4469,18896,37699,
2358,432,704,320,1456,417,705,320,1442,2898,
5567,175790,260604,512439,948832,164706,261005,512439,938150,1886982,6263
2974,9093,16155,1383,26631,9889,16181,1383,27453,54083,313
2769,12024,20256,17975,50255,12737,20626,17975,51338,101592,
5881,67100,107527,58199,232826,69166,108509,58199,235874,468700,
8506,46993,43638,12596,103227,50772,42758,12596,106126,209353,
6019,31222,12409,87379,131011,22328,12513,87379,122221,253232,
6498,118731,134320,37302,290353,131363,138852,37302,307517,597870,4798
6499,33992,45826,43549,123367,25953,41172,43549,110674,234041,187584
3074,160582,224202,238969,623753,160322,224727,238969,624018,1247770,25811
3071,7005,11311,6128,24444,6933,11366,6128,24427,48870,
7728,700274,1705379,215097,2620750,719864,1692603,215097,2627564,5248313,313281
5330,8957,16294,15948,41199,12391,16021,15948,44360,85558,
5331,18564,35043,38310,91917,18882,35246,38310,92438,184354,
5175,15685,23255,27501,66441,18278,23424,27501,69203,135644,
7038,10508,9056,10392,29956,12829,9205,10392,32426,62382,
7039,16555,16183,75542,108280,18159,16225,75542,109926,218205,
3674,203256,472188,132593,808037,197993,476089,132593,806675,1614712,344810
3523,7977,30554,0,38531,7748,30564,0,38312,76843,
1863,8889,8825,2916,20630,7517,8822,2916,19255,39884,
9774,33194,22094,33412,88700,33264,22094,33412,88770,177470,18526
3426,66223,166164,57660,290047,67730,164880,57660,290270,580317,51097
7834,5507,5865,890,12262,6037,5869,890,12796,25057,
2789,12288,19099,8086,39473,11954,23457,8086,43497,82970,
5828,132,90,5,227,159,90,5,254,481,
2257,41564,34499,32938,109001,41678,34608,32938,109224,218225,20680
8668,1266,706,0,1972,1370,720,0,2090,4062,
9571,7207,3602,3576,14385,6910,3602,3576,14088,28472,
4426,15601,20833,1029,37463,16172,21350,1029,38551,76014,
3895,2241,3333,1398,6972,3116,3336,1398,7850,14821,
9609,3583,3466,69,7118,7514,3468,69,11051,18169,
5568,131723,176109,297610,605442,117721,175951,297610,591282,1196724,
5428,119290,182879,424483,726652,99423,183295,424483,707201,1433853,
5460,581,1986,906,3473,535,2229,906,3670,7142,
8528,18482,17227,955,36664,18508,16850,955,36313,72976,
9358,39026,74886,45438,159350,39261,74908,45438,159607,318957,
5636,45032,75966,46828,167826,43822,76526,46828,167176,335002,
5429,45708,46249,153705,245661,34086,46269,153705,234059,479720,
2455,898,53,5262,6213,957,52,5262,6271,12483,
9189,11744,21486,8222,41452,15806,21486,8222,45514,86966,
7895,2924,2918,1711,7553,3061,2918,1711,7690,15243,
5601,28390,13357,46541,88287,43466,13948,46541,103955,192242,
7308,29453,44617,4691,78761,28271,43798,4691,76760,155521,
1422,45150,45264,105506,195920,32828,44896,105506,183230,379150,
6929,5780,7289,17966,31035,4044,7343,17966,29353,60388,
7996,40736,80813,24455,146004,43744,81054,24455,149253,295257,
1069,102140,484991,240463,827594,98805,494924,240463,834192,1661785,6800
1111,59824,58293,1606,119723,54547,58786,1606,114939,234661,
5120,5467,4812,13855,24134,7232,6579,13855,27666,51800,
1478,11673,13294,34918,59885,9105,13305,34918,57328,117213,
6971,10418,13222,23140,46780,18802,13379,23140,55320,102100,
2326,28619,27305,5296,61220,29759,27374,5296,62429,123648,
1356,1717,78,472,2267,1994,83,472,2549,4815,
7309,308905,935925,87801,1332631,298452,919202,87801,1305455,2638086,233653
5376,143249,206072,626756,976078,121690,213294,626756,961741,1937818,452979
1826,688259,1535586,313528,2537373,705284,1532316,313528,2551128,5088501,270689
1077,81930,153077,30317,265324,85989,153518,30317,269824,535148,201649
5068,43811,38004,114465,196279,37048,38064,114465,189577,385856,
7946,2129,1377,398,3904,1829,1378,398,3605,7508,
5262,5641,5724,6668,18033,7340,5738,6668,19746,37778,
5476,9219,9933,19255,38407,10015,10147,19255,39417,77824,
4689,2992,2624,1511,7127,3006,2779,1511,7296,14422,
1904,15609,63931,11745,91285,15953,65437,11745,93135,184420,
6020,38376,36485,192011,266873,32860,36488,192011,261359,528232,
8725,15586,34232,0,49818,14525,34214,0,48739,98557,
7451,48904,31461,129119,209484,46769,31777,129119,207665,417148,
5310,1846,2541,6208,10595,2704,3106,6208,12018,22612,
4641,15359,10939,4539,30837,15035,10986,4539,30560,61397,
2258,42536,41122,2003,85661,42392,43167,2003,87562,173223,
3219,28662,8256,31173,68091,30052,8278,31173,69503,137593,
2907,29122,73622,20622,123366,27749,75577,20622,123948,247314,
2908,3959,10443,1408,15810,4201,10270,1408,15879,31688,
4533,28350,26052,1268,55670,28697,26069,1268,56034,111703,
5021,1633,2291,5115,9039,2172,2862,5115,10149,19188,
2281,129098,185558,61326,375982,110841,185827,61326,357994,733976,22169
5122,296436,422497,1016801,1735734,272612,426743,1016801,1716156,3451890,1015746
2259,6448,12971,2412,21831,5966,11409,2412,19787,41618,
2247,77295,78814,4519,160628,78937,89515,4519,172971,333599,
5071,32008,48017,99180,179205,31965,49286,99180,180431,359636,222598
7273,18822,28045,3055,49922,21395,29040,3055,53490,103411,
7274,2870,3385,72,6327,2911,4137,72,7120,13446,
8309,26945,12126,5808,44879,30766,11575,5808,48149,93028,
2157,1285,2257,618,4160,8967,2486,618,12071,16231,
5526,7751,7992,27444,43187,7109,9695,27444,44248,87434,
2090,33694,96692,4645,135031,34644,96089,4645,135378,270409,82664
3115,349785,1003646,357794,1711225,350441,1004289,357794,1712524,3423749,119736
5602,39243,49152,83121,171516,38082,49815,83121,171018,342534,
5377,89152,150629,306873,546654,83104,155753,306873,545730,1092384,
3087,2348845,5553487,4492417,12394749,2313203,5488702,4492417,12294322,24689070,1258420
5224,91871,125832,309398,527101,85168,135181,309398,529747,1056848,158116
2387,16170,6214,5679,28063,16086,6236,5679,28001,56063,
3427,27210,112475,19245,158930,25906,112462,19245,157613,316543,
9657,34649,21408,8754,64811,37192,21412,8754,67358,132168,
9683,505544,354842,451478,1311864,496444,355150,451478,1303072,2614936,55587
9664,3658,1687,2280,7625,5451,1689,2280,9420,17045,
6021,61983,65532,265214,392729,48698,65627,265214,379539,772268,
3036,51122,59735,64278,175135,51624,61556,64278,177458,352592,
8479,16763,13936,8642,39341,18916,18585,8642,46143,85483,
4250,368,1115,0,1483,339,1052,0,1391,2874,
3524,16471,17464,1386,35321,16570,17549,1386,35505,70826,29633
2402,15539,23269,4602,43410,14245,23521,4602,42368,85777,
1561,4207,5330,4932,14469,4828,6027,4932,15787,30256,
5882,18732,13955,16041,48728,18197,14162,16041,48400,97128,
3246,953,118,867,1938,1129,124,867,2120,4058,
9917,264276,136674,211072,612022,244843,136678,211072,592593,1204614,113767
2032,1417,323,370,2110,1071,323,370,1764,3873,
3213,3870,1034,3960,8864,4197,1043,3960,9200,18064,
2916,1612,4711,1178,7501,1634,5168,1178,7980,15480,
9775,23770,20300,114767,158837,28913,20300,114767,163980,322817,
1687,388,9,533,930,449,13,533,995,1925,
5423,273653,176518,702780,1152952,222574,176505,702780,1101860,2254812,3541996
7685,506,12,352,870,280,12,352,644,1514,
2403,5501,8730,2981,17212,4218,8883,2981,16082,33294,
4140,11578,15975,9068,36621,11888,15964,9068,36920,73540,
4101,3408,6533,135,10076,3246,6539,135,9920,19995,
4102,4518,9539,210,14267,4253,9506,210,13969,28235,
4129,823,1113,0,1936,964,1122,0,2086,4022,
3863,55454,93460,55287,204201,57136,93449,55287,205872,410072,
3851,26551,42019,9888,78458,29816,42027,9888,81731,160189,
4021,16925,33513,23110,73548,16080,33621,23110,72811,146359,
5072,70587,89878,276043,436508,24431,88916,276043,389390,825899,3
5378,21609,27297,56666,105572,48596,28587,56666,133849,239422,22
4335,1501,2046,5,3552,1681,2112,5,3798,7350,
6634,18093,30434,2886,51413,18864,30562,2886,52312,103725,
1195,14797,3942,2294,21033,16514,3978,2294,22786,43818,
2494,1437,2133,693,4263,1689,2154,693,4536,8798,
3499,19731,13760,105,33596,19610,13740,105,33455,67051,
3992,5381,15259,1709,22349,5674,15240,1709,22623,44972,
4473,3264,3873,21461,28598,3020,3658,21461,28139,56737,
2102,18577,85584,3572,107733,19100,86557,3572,109229,216961,
3525,13023,8725,659,22407,13391,8747,659,22797,45203,
4463,340,542,206,1088,384,594,206,1184,2272,
5477,3407,4816,8293,16516,4390,4890,8293,17573,34089,
3944,3277,4564,648,8489,3197,4562,648,8407,16896,
4254,115,309,0,424,120,331,0,451,875,
2433,8904,843,677,10424,9433,849,677,10959,21382,
3526,51589,146824,2645,201058,47111,146158,2645,195914,396971,2417
3528,3585,1889,0,5474,4102,1892,0,5994,11468,
1128,23324,34031,1671,59026,28411,33767,1671,63849,122874,
4887,6371,14600,6484,27455,6528,15606,6484,28618,56073,
8805,53338,181482,28109,262929,59647,181143,28109,268899,531827,53063
6133,273346,810746,519576,1603668,274030,814755,519576,1608361,3212029,624028
5657,82409,160923,191947,435279,79968,164821,191947,436736,872014,2264
5123,144688,145807,586721,877216,128874,146535,586721,862130,1739346,
5461,10883,25676,21783,58342,11945,25976,21783,59704,118045,
5462,95,258,332,685,160,368,332,860,1545,
3062,10237,14230,31868,56335,10913,14265,31868,57046,113380,
3214,7,28,0,35,8,28,0,36,71,
5757,1316,587,1116,3019,1075,618,1116,2809,5827,
8801,4058,27816,113,31987,4290,27856,113,32259,64246,
7452,92243,93228,251522,436993,86272,93342,251522,431136,868129,58283
2752,2918,1107,271,4296,3603,1110,271,4984,9279,
8670,1859,1226,0,3085,2216,1223,0,3439,6524,
5225,4246,7013,31240,42499,4842,7662,31240,43744,86243,
2308,2865,3670,773,7308,3525,3658,773,7956,15263,
5332,3559,9497,18940,31996,3710,10232,18940,32882,64878,
5208,65609,64757,250225,380591,56058,65163,250225,371446,752037,
3580,193230,482383,24453,700066,186454,481806,24453,692713,1392778,64028
5885,32662,36961,19127,88750,33515,37070,19127,89712,178462,
5455,39475,172882,136695,349052,40394,173738,136695,350827,699879,
1078,920,420,11,1351,795,424,11,1230,2580,
9820,18046,10571,12930,41547,30668,10593,12930,54191,95737,
9804,8854,11706,2412,22972,13209,11707,2412,27328,50300,
9821,26877,27119,12822,66818,39072,27124,12822,79018,145836,
9623,21408,14557,20253,56218,34733,14559,20253,69545,125762,
9936,60611,62384,88802,211797,73705,62420,88802,224927,436724,
3422,7356,11477,2639,21472,7330,11475,2639,21444,42916,
6819,19674,13289,30872,63835,18053,13400,30872,62325,126160,
4251,240,639,0,879,261,586,0,847,1726,
8540,2,15,0,17,6,17,0,23,40,
8548,15910,11914,1000,28824,18678,12105,1000,31783,60607,759
8541,4462,3092,0,7554,4231,3048,0,7279,14833,
4023,4972,12915,3432,21319,3635,12919,3432,19986,41304,
3850,21530,23373,8196,53099,19203,23366,8196,50765,103864,
2459,578,37,0,615,1143,35,0,1178,1793,
3744,7230,7884,3738,18852,7808,7900,3738,19446,38297,
3904,78536,197647,70134,346317,75036,197760,70134,342930,689246,29961
5883,137803,225502,98923,462228,130884,228028,98923,457835,920062,14269
8254,8145,5793,7144,21082,7938,6288,7144,21370,42452,
9667,63405,56394,42906,162705,68182,56408,42906,167496,330200,2523
2198,41338,51151,7238,99727,36371,43650,7238,87259,186985,
4181,38557,73570,11241,123368,42101,73311,11241,126653,250021,
5928,36279,41456,31518,109253,39735,41635,31518,112888,222141,
3870,28944,64931,21703,115578,29787,65004,21703,116494,232071,
4313,10252,11493,1601,23346,10426,11329,1601,23356,46701,
8860,3673,340,1083,5096,3057,340,1083,4480,9576,
5276,63503,87190,123020,273713,58268,86477,123020,267765,541478,
5537,303753,788396,277882,1370031,351212,808245,277882,1437339,2807369,7588
5829,80,112,0,192,90,114,0,204,396,
5540,112540,137216,50008,299764,69142,126497,50008,245647,545411,229454
9958,7830,5051,2748,15629,8848,5049,2748,16645,32274,
6022,173535,189508,329011,692054,162305,189460,329011,680776,1372829,
2671,53790,59318,17073,130181,51914,59368,17073,128355,258536,
2874,27094,25980,7194,60268,28037,26076,7194,61307,121574,
1346,1146,998,500,2644,1389,998,500,2887,5530,
2337,19810,17993,129,37932,19508,18941,129,38578,76510,
2521,27631,90835,15584,134050,29635,90865,15584,136084,270133,
2875,6595,5078,1790,13463,8003,5083,1790,14876,28338,
2753,582544,728499,152699,1463742,576094,731426,152699,1460219,2923961,922071
5285,44697,50198,46814,141709,42591,49408,46814,138813,280521,
9366,15245,11513,15791,42549,19146,11520,15791,46457,89006,
9543,44337,36965,24894,106196,50512,36988,24894,112394,218589,
9544,13618,8249,2196,24063,35572,8254,2196,46022,70084,
9808,3619,4343,699,8661,6638,4343,699,11680,20340,
3055,54674,83644,76475,214793,53773,83797,76475,214045,428838,18465
7419,8963,25913,66335,101211,20967,27564,66335,114866,216076,
7509,16991,26064,8665,51720,19954,26061,8665,54680,106400,
5468,25438,50005,80610,156053,28697,49347,80610,158654,314707,
7453,26289,18340,65718,110347,27265,18519,65718,111502,221848,
5379,138096,247379,533922,919396,124983,251185,533922,910090,1829486,504006
5430,28218,30671,119853,178742,22636,30764,119853,173253,351996,
5603,404135,513220,2055957,2973311,412664,511035,2055957,2979656,5952967,
4314,4093,9860,16323,30276,4008,9842,16323,30173,60449,
4185,5912,10414,4008,20334,6522,10418,4008,20948,41281,
3994,4431,13979,2433,20843,5915,13922,2433,22270,43112,
5176,25171,33554,20387,79112,34584,33652,20387,88623,167735,
9822,54621,51467,47517,153605,71717,51469,47517,170703,324307,
1419,75484,209814,644600,929898,83945,208294,644600,936840,1866738,
5424,96738,36421,119011,252169,58901,36411,119011,214322,466492,
5596,43319,29673,82637,155629,54295,29743,82637,166675,322305,
3531,280,200,0,480,258,199,0,457,937,
6242,4303,806,1004,6113,4014,791,1004,5809,11922,
1546,76475,130773,277615,484863,70126,135135,277615,482876,967738,
